Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
5.9869E-4,88.001938578,0.649727997,0.019558926,0.890625,0
5.99251E-4,88.301521265,0.649940959,0.019059974,0.890625,0
5.99664E-4,88.541358511,0.650097601,0.018660812,0.890625,0
6.00572E-4,88.781479733,0.650441758,0.018261651,0.890625,0
6.01423E-4,89.021924388,0.650763877,0.017862489,0.90625,0
6.01663E-4,89.262563659,0.650854214,0.017463327,0.90625,0
6.02502E-4,89.503438156,0.651170816,0.017064165,0.90625,0
6.03812E-4,89.805005823,0.651664328,0.016565213,0.90625,0
6.04567E-4,90.046725475,0.651947783,0.016166051,0.921875,0
6.04763E-4,90.349085592,0.652021157,0.015667099,0.921875,0
6.05375E-4,90.53065686,0.652250907,0.015367728,0.921875,0
6.05875E-4,90.772888752,0.652437865,0.014968566,0.921875,0
6.067E-4,91.015391486,0.652746433,0.014569404,0.921875,0
6.06972E-4,91.25812924,0.652847952,0.014170242,0.921875,0
6.07916E-4,91.501182432,0.653200278,0.013771081,0.9375,0
6.08855E-4,91.805307383,0.653549707,0.013272129,0.953125,0
6.09682E-4,92.049070148,0.653857122,0.012872967,0.953125,0
6.10661E-4,92.293224424,0.654219955,0.012473805,0.953125,0
6.11231E-4,92.537622798,0.654431231,0.012074643,0.953125,0
6.11768E-4,92.782260633,0.654629764,0.011675481,0.953125,0
6.12538E-4,93.027177544,0.654913847,0.01127632,0.953125,0
6.13609E-4,93.272375492,0.655308734,0.010877158,0.953125,0
6.14791E-4,93.57966371,0.655743339,0.010378206,0.953125,0
6.15092E-4,93.764166433,0.655853643,0.010078834,0.96875,0
6.15919E-4,94.010460806,0.65615699,0.009679673,0.96875,0
6.16112E-4,94.256888879,0.656227534,0.009280511,0.96875,0
6.17772E-4,94.503721614,0.65683442,0.008881349,0.96875,0
6.18232E-4,94.750933467,0.657002014,0.008482187,0.96875,0
6.18877E-4,95.060255404,0.657237102,0.007983235,0.96875,0
6.19073E-4,95.307871268,0.657308345,0.007584073,1,0
6.19974E-4,95.555699603,0.65763593,0.007184912,1,0
6.20441E-4,95.803830394,0.657805498,0.00678575,1,0
6.20851E-4,96.052056366,0.657953985,0.006386588,1,0
6.21423E-4,96.300526026,0.658161418,0.005987426,1,0
6.22194E-4,96.549287781,0.65844043,0.005588265,1,0
